"catalogNumber","traitID","taxonID","stageID","observationNumber","scientificName","traitName","traitValue","traitUnit","valueType","lifeStage","assocTemperature","dispersionSD","individualCount","sizeType","sizeAssocName","sizeAssocUnit","sizeAssocValue","sizeAssocSD","sizeAssocN","sizeAssocReference","verbatimLocality","decimalLongitude","decimalLatitude","notes","primaryReference","secondaryReference","primaryReferenceDOI","secondaryReferenceDOI","acceptedNameUsageID","acceptedNameUsage","taxonRank","kingdom","phylum","class","order","family","genus","majorgroup","basisOfRecord","basisOfRecordDescription","uploadBy","uploadDate","maxObsNum","verbatimScientificName","verbatimTraitName","verbatimTraitValue","verbatimTraitUnit","verbatimLifeStage","verbatimTemperature","verbatimNotes","aggregateMeasure","isDerived","catalogSource","errorRisk","errorRiskRank"
"73-3055-3",73,3055,0,3,"Thysanoessa macrura","energyDensityAFDW","18.92496402","J mg AFDW^-1","numeric","",NA,0.928121349506422,2,"",NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Donnelly2004; Torres1994b","Torres2022","","","urn:lsid:marinespecies.org:taxname:236219","Thysanoessa macrura G.O. Sars, 1883","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","Euphausiid","literature","","P. Pata","2023-06-28",3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"73-3055-1; 73-3055-2",NA,NA
"161-3023-10",161,3023,0,10,"Euphausia pacifica","lifeSpan","555","day","numeric","",NA,221.036519283902,8,"",NA,NA,NA,NA,NA,NA,"off northeastern Japan; Off Oregon; off southern California; Oyashio Region; Toyama Bay, Japan Sea",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Brinton1976; Iguchi1993; Kim2009; Smiles1971; Taki2004","Kim2009","10.3800/pbr.4.43","10.3800/pbr.4.43","urn:lsid:marinespecies.org:taxname:237851","Euphausia pacifica Hansen, 1911","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausiid","derived from midpoint of range; literature","","P. Pata","2023-06-28",10,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"161-3023-1; 161-3023-3; 161-3023-4; 161-3023-5; 161-3023-6; 161-3023-7; 161-3023-8; 161-3023-9",NA,NA
"161-3052-4",161,3052,0,4,"Thysanoessa inspinata","lifeSpan","630","day","numeric","",NA,127.279220613579,2,"",NA,NA,NA,NA,NA,NA,"off Kuril Islands; Oyashio Region",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Kim2009; Kuznetsova1980; Kuznetsova1994","Kim2009","10.3800/pbr.4.43","10.3800/pbr.4.43","urn:lsid:marinespecies.org:taxname:237872","Thysanoessa inspinata Nemoto, 1963","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","Euphausiid","derived from midpoint of range; literature","","P. Pata","2023-06-28",4,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"161-3052-1; 161-3052-3",NA,NA
"161-3054-4",161,3054,0,4,"Thysanoessa longipes","lifeSpan","990","day","numeric","",NA,127.279220613579,2,"",NA,NA,NA,NA,NA,NA,"Oyashio Region; Yamato Rise (Japan Sea)",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Iguchi2004b; Kim2009","Kim2009","10.3800/pbr.4.43","10.3800/pbr.4.43","urn:lsid:marinespecies.org:taxname:237873","Thysanoessa longipes Brandt, 1851","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","Euphausiid","derived from midpoint of range; literature","","P. Pata","2023-06-28",4,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"161-3054-1; 161-3054-3",NA,NA
"64-1614-8",64,1614,42,8,"Paraeuchaeta norvegica","chitinPDW","5.725","percent","numeric","C5; female",NA,2.72564976962681,4,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Bamstedt1975","Omori1984","","","urn:lsid:marinespecies.org:taxname:104566","Paraeuchaeta norvegica (Boeck, 1872)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Euchaetidae","Paraeuchaeta","Calanoid","derived from midpoint of range","","P. Pata","2023-06-28",8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,"64-1614-2; 64-1614-3; 64-1614-5; 64-1614-7",NA,NA
"144-1009-1",144,1009,0,1,"Eucalanus bungii","hibernation","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes - Dev descent (239 m)","Yamaguchi2004a",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:196775","Eucalanus bungii Giesbrecht, 1893","Species","Animalia","Arthropoda","Copepoda","Calanoida","Eucalanidae","Eucalanus","Calanoid","literature",NA,"P. Pata","2023-06-28",1,"Eucalanus bungii","hibernation","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-1120-1",144,1120,0,1,"Gaetanus simplex","hibernation","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weak - dev descent (10m)","Yamaguchi2004a",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:346494","Gaetanus simplex Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Aetideidae","Gaetanus","Calanoid","literature",NA,"P. Pata","2023-06-28",1,"Gaetanus simplex","hibernation","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-1112-1",144,1112,0,1,"Gaetanus minutus","hibernation","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes-Developmental ascent (-543 m)","Yamaguchi2004a",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:346489","Gaetanus minutus (Sars G.O., 1907)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Aetideidae","Gaetanus","Calanoid","literature",NA,"P. Pata","2023-06-28",1,"Gaidius variablis","hibernation","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-1414-1",144,1414,0,1,"Metridia asymmetrica","hibernation","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes - Dev ascent (306 m)","Yamaguchi2004a",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:346674","Metridia asymmetrica Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Metridinidae","Metridia","Calanoid","literature",NA,"P. Pata","2023-06-28",1,"Metridia asymmetrica","hibernation","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-1419-1",144,1419,0,1,"Metridia curticauda","hibernation","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes - Dev ascent (-348 m)","Yamaguchi2004a",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:104628","Metridia curticauda Giesbrecht, 1889","Species","Animalia","Arthropoda","Copepoda","Calanoida","Metridinidae","Metridia","Calanoid","literature",NA,"P. Pata","2023-06-28",1,"Metridia curticauda","hibernation","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-1430-1",144,1430,0,1,"Metridia okhotensis","hibernation","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weak - dev ascent (26m)","Yamaguchi2004a",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:196783","Metridia okhotensis Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Metridinidae","Metridia","Calanoid","literature",NA,"P. Pata","2023-06-28",1,"Metridia okhotensis","hibernation","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-1432-1",144,1432,0,1,"Metridia pacifica","hibernation","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes - Dev ascent (111 m)","Yamaguchi2004a",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:196784","Metridia pacifica Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Metridinidae","Metridia","Calanoid","literature",NA,"P. Pata","2023-06-28",1,"Metridia pacifica","hibernation","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-1475-1",144,1475,0,1,"Neocalanus cristatus","hibernation","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes - Dev descent (779 m)","Yamaguchi2004a",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:104470","Neocalanus cristatus (Krøyer, 1848)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Calanidae","Neocalanus","Calanoid","literature",NA,"P. Pata","2023-06-28",1,"Neocalanus cristatus","hibernation","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-1476-1",144,1476,0,1,"Neocalanus flemingeri","hibernation","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes - Dev descent (300)","Yamaguchi2004a",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:353708","Neocalanus flemingeri Miller, 1988","Species","Animalia","Arthropoda","Copepoda","Calanoida","Calanidae","Neocalanus","Calanoid","literature",NA,"P. Pata","2023-06-28",1,"Neocalanus flemingeri","hibernation","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-1580-1",144,1580,0,1,"Paraeuchaeta birostrata","hibernation","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes - Dev ascent (585 m)","Yamaguchi2004a",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:359844","Paraeuchaeta birostrata Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Euchaetidae","Paraeuchaeta","Calanoid","literature",NA,"P. Pata","2023-06-28",1,"Paraeuchaeta birostrata","hibernation","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-1591-1",144,1591,0,1,"Paraeuchaeta elongata","hibernation","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes - Dev ascent (400 m)","Yamaguchi2004a",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:196779","Paraeuchaeta elongata (Esterly, 1913)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Euchaetidae","Paraeuchaeta","Calanoid","literature",NA,"P. Pata","2023-06-28",1,"Paraeuchaeta elongata","hibernation","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-1635-1",144,1635,0,1,"Paraeuchaeta rubra","hibernation","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes - Dev ascent (536 m)","Yamaguchi2004a",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:354609","Paraeuchaeta rubra Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Euchaetidae","Paraeuchaeta","Calanoid","literature",NA,"P. Pata","2023-06-28",1,"Paraeuchaeta rubra","hibernation","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-1768-1",144,1768,0,1,"Pleuromamma scutullata","hibernation","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weak - dev descent (11m)","Yamaguchi2004a",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:354841","Pleuromamma scutullata Brodsky, 1950","Species","Animalia","Arthropoda","Copepoda","Calanoida","Metridinidae","Pleuromamma","Calanoid","literature",NA,"P. Pata","2023-06-28",1,"Pleuromamma scutullata","hibernation","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-2519-1",144,2519,0,1,"Decipisagitta decipiens","hibernation","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Noblezada2008",NA,"10.1093/icesjms/fsn027",NA,"urn:lsid:marinespecies.org:taxname:370469","Decipisagitta decipiens (Fowler, 1905)","Species","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Decipisagitta","Chaetognath","literature",NA,"P. Pata","2023-06-28",1,"Decipisagitta decipiens","hibernation","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-2517-1",144,2517,0,1,"Caecosagitta macrocephala","hibernation","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Noblezada2008",NA,"10.1093/icesjms/fsn027",NA,"urn:lsid:marinespecies.org:taxname:105431","Caecosagitta macrocephala (Fowler, 1904)","Species","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Caecosagitta","Chaetognath","literature",NA,"P. Pata","2023-06-28",1,"Caecosagitta macrocephala","hibernation","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-4318-1",144,4318,0,1,"Triconia borealis","hibernation","no",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oyashio region, western subarctic Pacific",NA,NA,"Depth of 50% population 150 m","Nishibe2007",NA,"10.1007/s00227-006-0382-5",NA,"urn:lsid:marinespecies.org:taxname:128956","Triconia borealis (Sars G.O., 1918)","Species","Animalia","Arthropoda","Copepoda","Cyclopoida","Oncaeidae","Triconia","Non-calanoid","literature",NA,"P. Pata","2023-06-28",1,"Triconia borealis","hibernation","No",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-4319-1",144,4319,0,1,"Triconia canadensis","hibernation","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oyashio region, western subarctic Pacific",NA,NA,"Depth of 50% population 640 m","Nishibe2007",NA,"10.1007/s00227-006-0382-5",NA,"urn:lsid:marinespecies.org:taxname:385744","Triconia canadensis (Heron & Frost, 2000)","Species","Animalia","Arthropoda","Copepoda","Cyclopoida","Oncaeidae","Triconia","Non-calanoid","literature",NA,"P. Pata","2023-06-28",1,"Triconia canadensis","hibernation","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-4119-1",144,4119,0,1,"Oncaea grossa","hibernation","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oyashio region, western subarctic Pacific",NA,NA,"Depth of 50% population 370 m","Nishibe2007",NA,"10.1007/s00227-006-0382-5",NA,"urn:lsid:marinespecies.org:taxname:361689","Oncaea grossa Heron & Frost, 2000","Species","Animalia","Arthropoda","Copepoda","Cyclopoida","Oncaeidae","Oncaea","Non-calanoid","literature",NA,"P. Pata","2023-06-28",1,"Oncaea grossa","hibernation","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"144-4145-1",144,4145,0,1,"Oncaea parila","hibernation","no",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oyashio region, western subarctic Pacific",NA,NA,"Depth of 50% population 790 m","Nishibe2007",NA,"10.1007/s00227-006-0382-5",NA,"urn:lsid:marinespecies.org:taxname:128946","Oncaea parila Heron, 1977","Species","Animalia","Arthropoda","Copepoda","Cyclopoida","Oncaeidae","Oncaea","Non-calanoid","literature",NA,"P. Pata","2023-06-28",1,"Oncaea parila","hibernation","No",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"146-931-1",146,931,0,1,"Epilabidocera longipedata","restingEggs","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Strathmann1987",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:346398","Epilabidocera longipedata (Sato, 1913)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Pontellidae","Epilabidocera","Calanoid","literature",NA,"P. Pata","2023-06-28",1,"Epilabidocera longipedata","restingEggs","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"146-2576-1",146,2576,0,1,"Diplostraca","restingEggs","yes",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","OmoriIkeda1984",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:155670","Diplostraca Gerstaecker, 1866","Order","Animalia","Arthropoda","Branchiopoda","Cladocera",NA,NA,"Cladoceran","literature",NA,"P. Pata","2023-06-28",1,"Cladocera","restingEggs","Yes",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
